Game,Time,Opponent_Score,Mavs_Score,Player,Action,Shot_Type,Description
Game 4 vs OKC Thunder,0:07.2,111.0,105.0,Jason Kidd,Make,FT,0:07.2	J. Kidd makes free throw 1 of 2	+1	111-105
Game 4 vs OKC Thunder,0:07.2,112.0,105.0,Jason Kidd,Make,FT,0:07.2	J. Kidd makes free throw 2 of 2	+1	112-105
Game 4 vs OKC Thunder,0:06.4,100.0,101.0,Dirk Nowitzki,Make,FT,0:06.4	D. Nowitzki makes free throw 1 of 2	+1	100-101
Game 4 vs OKC Thunder,0:06.4,101.0,101.0,Dirk Nowitzki,Make,FT,0:06.4	D. Nowitzki makes free throw 2 of 2	+1	101-101
Game 4 vs OKC Thunder,0:01.9,101.0,101.0,Kevin Durant,Miss,,misses 3-pt jump shot from 30 ft (block by S. Marion)
Game 4 vs OKC Thunder (OT1),4:27.0,101.0,103.0,Kevin Durant,Miss,,misses 3-pt jump shot from 24 ft
Game 4 vs OKC Thunder (OT1),2:52.0,103.0,105.0,Russell Westbrook,Miss,,misses 3-pt jump shot from 24 ft
Game 4 vs OKC Thunder (OT1),2:31.0,103.0,105.0,Russell Westbrook,Turnover,,Turnover by R. Westbrook (step out of bounds)
Game 4 vs OKC Thunder (OT1),1:02.0,105.0,105.0,Kevin Durant,Turnover,,Turnover by K. Durant (lost ball; steal by J. Kidd)
Game 4 vs OKC Thunder (OT1),0:26.9,105.0,108.0,Russell Westbrook,Miss,,misses 2-pt jump shot from 5 ft
Game 4 vs OKC Thunder (OT1),0:09.8,105.0,110.0,Kevin Durant,Miss,,misses 3-pt jump shot from 25 ft
Game 4 vs OKC Thunder (OT1),0:01.9,105.0,112.0,Kevin Durant,Miss,,misses 3-pt jump shot from 25 ft
Game 5 vs OKC Thunder,4:46.0,90.0,85.0,J.J. Barea,Miss,FT,4:46.0	 	 	90-85	 	J. Barea misses free throw 1 of 2
Game 5 vs OKC Thunder,4:46.0,90.0,86.0,J.J. Barea,Make,FT,4:46.0	 	 	90-86	+1	J. Barea makes free throw 2 of 2
Game 5 vs OKC Thunder,4:27.0,92.0,86.0,Kevin Durant,Make,,makes 2-pt layup from 2 ft
Game 5 vs OKC Thunder,4:19.0,92.0,87.0,Dirk Nowitzki,Make,FT,4:19.0	 	 	92-87	+1	D. Nowitzki makes free throw 1 of 2
Game 5 vs OKC Thunder,4:19.0,92.0,88.0,Dirk Nowitzki,Make,FT,4:19.0	 	 	92-88	+1	D. Nowitzki makes free throw 2 of 2
Game 5 vs OKC Thunder,4:02.0,92.0,88.0,Kevin Durant,Turnover,,Turnover by K. Durant (lost ball; steal by J. Kidd)
Game 5 vs OKC Thunder,3:58.0,92.0,89.0,Shawn Marion,Make,FT,3:58.0	 	 	92-89	+1	S. Marion makes free throw 1 of 2
Game 5 vs OKC Thunder,3:58.0,92.0,90.0,Shawn Marion,Make,FT,3:58.0	 	 	92-90	+1	S. Marion makes free throw 2 of 2
Game 5 vs OKC Thunder,3:45.0,92.0,90.0,Russell Westbrook,Miss,,misses 2-pt layup from 1 ft
Game 5 vs OKC Thunder,3:38.0,94.0,90.0,Kevin Durant,Make,,makes 2-pt jump shot from 10 ft
Game 5 vs OKC Thunder,3:20.0,94.0,90.0,Jason Terry,Miss,2PT,3:20.0	 	 	94-90	 	J. Terry misses 2-pt jump shot from 16 ft
Game 5 vs OKC Thunder,2:39.0,94.0,90.0,Jason Terry,Miss,3PT,2:39.0	 	 	94-90	 	J. Terry misses 3-pt jump shot from 25 ft
Game 5 vs OKC Thunder,2:12.0,94.0,92.0,Shawn Marion,Make,2PT,2:12.0	 	 	94-92	+2	S. Marion makes 2-pt jump shot from 9 ft (assist by J. Kidd)
Game 5 vs OKC Thunder,1:48.0,94.0,92.0,Kevin Durant,Miss,,misses 2-pt jump shot from 13 ft
Game 5 vs OKC Thunder,1:47.0,94.0,92.0,Tyson Chandler,Foul,,1:47.0	 	 	94-92	 	Loose ball foul by T. Chandler (drawn by R. Westbrook)
Game 5 vs OKC Thunder,1:36.0,94.0,92.0,Russell Westbrook,Turnover,,Turnover by R. Westbrook (bad pass; steal by D. Nowitzki)
Game 5 vs OKC Thunder,1:21.0,94.0,92.0,Dirk Nowitzki,Miss,3PT,1:21.0	 	 	94-92	 	D. Nowitzki misses 3-pt jump shot from 25 ft
Game 5 vs OKC Thunder,1:15.0,94.0,92.0,Russell Westbrook,Turnover,,Turnover by R. Westbrook (lost ball; steal by J. Terry)
Game 5 vs OKC Thunder,1:14.0,94.0,95.0,Dirk Nowitzki,Make,3PT,1:14.0	 	 	94-95	+3	D. Nowitzki makes 3-pt jump shot from 25 ft (assist by S. Marion)
Game 5 vs OKC Thunder,0:48.9,94.0,97.0,Shawn Marion,Make,2PT,0:48.9	 	 	94-97	+2	S. Marion makes 2-pt dunk at rim
Game 5 vs OKC Thunder,0:48.9,94.0,98.0,Shawn Marion,Make,FT,0:48.9	 	 	94-98	+1	S. Marion makes free throw 1 of 1
Game 5 vs OKC Thunder,0:39.0,94.0,98.0,Tyson Chandler,Foul,,0:39.0	Shooting foul by T. Chandler (drawn by R. Westbrook)	 	94-98
Game 5 vs OKC Thunder,0:39.0,95.0,98.0,Russell Westbrook,Make,,makes free throw 1 of 2
Game 5 vs OKC Thunder,0:39.0,96.0,98.0,Russell Westbrook,Make,,makes free throw 2 of 2
Game 5 vs OKC Thunder,0:17.8,96.0,98.0,Dirk Nowitzki,Miss,2PT,0:17.8	 	 	96-98	 	D. Nowitzki misses 2-pt jump shot from 7 ft
Game 5 vs OKC Thunder,0:13.3,96.0,99.0,Dirk Nowitzki,Make,FT,0:13.3	 	 	96-99	+1	D. Nowitzki makes free throw 1 of 2
Game 5 vs OKC Thunder,0:13.3,96.0,100.0,Dirk Nowitzki,Make,FT,0:13.3	 	 	96-100	+1	D. Nowitzki makes free throw 2 of 2
Game 5 vs OKC Thunder,0:10.9,96.0,100.0,Kevin Durant,Miss,,misses 3-pt jump shot from 27 ft
Game 1 vs Heat,4:35.0,69.0,75.0,Tyson Chandler,Miss,FT,4:35.0	T. Chandler misses free throw 1 of 2	 	69-75
Game 1 vs Heat,4:35.0,70.0,75.0,Tyson Chandler,Make,FT,4:35.0	T. Chandler makes free throw 2 of 2	+1	70-75
Game 1 vs Heat,4:15.0,77.0,70.0,Dwyane Wade,Make,,makes 2-pt jump shot from 19 ft
Game 1 vs Heat,3:58.0,72.0,77.0,Shawn Marion,Make,2PT,3:58.0	S. Marion makes 2-pt jump shot from 5 ft	+2	72-77
Game 1 vs Heat,3:58.0,73.0,77.0,Shawn Marion,Make,FT,3:58.0	S. Marion makes free throw 1 of 1	+1	73-77
Game 1 vs Heat,3:44.0,73.0,77.0,Dirk Nowitzki,Foul,,3:44.0	 	 	73-77	 	Shooting foul by D. Nowitzki (drawn by C. Bosh)
Game 1 vs Heat,3:44.0,78.0,73.0,Chris Bosh,Make,,makes free throw 1 of 2
Game 1 vs Heat,3:44.0,79.0,73.0,Chris Bosh,Make,,makes free throw 2 of 2
Game 1 vs Heat,3:25.0,73.0,79.0,Shawn Marion,Miss,2PT,3:25.0	S. Marion misses 2-pt jump shot from 13 ft (block by D. Wade)	 	73-79
Game 1 vs Heat,3:06.0,82.0,73.0,Dwyane Wade,Make,,makes 3-pt jump shot from 24 ft
Game 1 vs Heat,2:56.0,74.0,82.0,Dirk Nowitzki,Make,FT,2:56.0	D. Nowitzki makes free throw 1 of 2	+1	74-82
Game 1 vs Heat,2:56.0,75.0,82.0,Dirk Nowitzki,Make,FT,2:56.0	D. Nowitzki makes free throw 2 of 2	+1	75-82
Game 1 vs Heat,2:48.0,75.0,84.0,Shawn Marion,Foul,,2:48.0	 	 	75-84	 	Shooting foul by S. Marion (drawn by L. James)
Game 1 vs Heat,2:48.0,84.0,75.0,LeBron James,Make,,makes 2-pt dunk from 2 ft
Game 1 vs Heat,2:48.0,85.0,75.0,LeBron James,Make,,makes free throw 1 of 1
Game 1 vs Heat,2:36.0,77.0,85.0,Dirk Nowitzki,Make,2PT,2:36.0	D. Nowitzki makes 2-pt jump shot from 16 ft	+2	77-85
Game 1 vs Heat,2:14.0,85.0,77.0,Chris Bosh,Miss,,misses 2-pt jump shot from 17 ft (block by T. Chandler)
Game 1 vs Heat,2:07.0,77.0,85.0,Jason Terry,Miss,3PT,2:07.0	J. Terry misses 3-pt jump shot from 24 ft	 	77-85
Game 1 vs Heat,1:44.0,85.0,77.0,LeBron James,Miss,,misses 2-pt jump shot from 14 ft
Game 1 vs Heat,1:36.0,78.0,85.0,Dirk Nowitzki,Make,FT,1:36.0	D. Nowitzki makes free throw 1 of 2	+1	78-85
Game 1 vs Heat,1:36.0,79.0,85.0,Dirk Nowitzki,Make,FT,1:36.0	D. Nowitzki makes free throw 2 of 2	+1	79-85
Game 1 vs Heat,1:22.0,79.0,85.0,Jason Terry,Foul,,1:22.0	 	 	79-85	 	Personal foul by J. Terry (drawn by M. Chalmers)
Game 1 vs Heat,1:15.0,79.0,87.0,Jason Kidd,Miss,3PT,1:15.0	J. Kidd misses 3-pt jump shot from 26 ft	 	79-87
Game 1 vs Heat,1:08.0,89.0,79.0,Chris Bosh,Make,,makes 2-pt dunk from 2 ft (assist by D. Wade)
Game 1 vs Heat,0:57.9,79.0,89.0,Dirk Nowitzki,Miss,2PT,0:57.9	D. Nowitzki misses 2-pt jump shot from 6 ft	 	79-89
Game 1 vs Heat,0:40.6,91.0,79.0,LeBron James,Make,,makes 2-pt dunk from 1 ft (assist by D. Wade)
Game 1 vs Heat,0:34.9,81.0,91.0,Tyson Chandler,Make,2PT,0:34.9	T. Chandler makes 2-pt dunk from 1 ft (assist by D. Nowitzki)	+2	81-91
Game 1 vs Heat,0:10.1,81.0,91.0,Tyson Chandler,Foul,,0:10.1	 	 	81-91	 	Shooting foul by T. Chandler (drawn by C. Bosh)
Game 1 vs Heat,0:10.1,92.0,81.0,Chris Bosh,Make,,makes free throw 1 of 2
Game 1 vs Heat,0:10.1,92.0,81.0,Chris Bosh,Miss,,misses free throw 2 of 2
Game 1 vs Heat,0:03.0,84.0,92.0,Jason Kidd,Make,3PT,0:03.0	J. Kidd makes 3-pt jump shot from 25 ft	+3	84-92
Game 2 vs Heat,4:54.0,88.0,79.0,Chris Bosh,Miss,,misses 2-pt jump shot from 21 ft
Game 2 vs Heat,4:33.0,81.0,88.0,Shawn Marion,Make,2PT,4:33.0	S. Marion makes 2-pt layup from 1 ft	+2	81-88
Game 2 vs Heat,4:10.0,81.0,88.0,Tyson Chandler,Foul,,4:10.0	 	 	81-88	 	Shooting foul by T. Chandler (drawn by L. James)
Game 2 vs Heat,4:10.0,89.0,81.0,LeBron James,Make,,makes free throw 1 of 2
Game 2 vs Heat,4:10.0,90.0,81.0,LeBron James,Make,,makes free throw 2 of 2
Game 2 vs Heat,3:54.0,84.0,90.0,Jason Kidd,Make,3PT,3:54.0	J. Kidd makes 3-pt jump shot from 24 ft (assist by D. Nowitzki)	+3	84-90
Game 2 vs Heat,3:27.0,90.0,84.0,LeBron James,Miss,,misses 2-pt jump shot from 16 ft
Game 2 vs Heat,3:11.0,86.0,90.0,Jason Terry,Make,2PT,3:11.0	J. Terry makes 2-pt jump shot from 14 ft	+2	86-90
Game 2 vs Heat,2:53.0,90.0,86.0,Chris Bosh,Turnover,,Turnover by C. Bosh (out of bounds lost ball)
Game 2 vs Heat,2:44.0,88.0,90.0,Dirk Nowitzki,Make,2PT,2:44.0	D. Nowitzki makes 2-pt jump shot from 19 ft (assist by J. Terry)	+2	88-90
Game 2 vs Heat,2:00.0,88.0,90.0,Dirk Nowitzki,Miss,2PT,2:00.0	D. Nowitzki misses 2-pt jump shot from 14 ft (block by L. James)	 	88-90
Game 2 vs Heat,1:55.0,88.0,90.0,Jason Kidd,Turnover,,1:55.0	Turnover by J. Kidd (bad pass; steal by U. Haslem)	 	88-90
Game 2 vs Heat,1:31.0,90.0,88.0,LeBron James,Miss,,misses 3-pt jump shot from 26 ft
Game 2 vs Heat,1:05.0,90.0,88.0,LeBron James,Miss,,misses 3-pt jump shot from 25 ft
Game 2 vs Heat,0:57.6,90.0,90.0,Dirk Nowitzki,Make,2PT,0:57.6	D. Nowitzki makes 2-pt layup from 2 ft (assist by S. Marion)	+2	90-90
Game 2 vs Heat,0:36.9,90.0,90.0,Dwyane Wade,Miss,,misses 3-pt jump shot from 24 ft
Game 2 vs Heat,0:26.7,93.0,90.0,Dirk Nowitzki,Make,3PT,0:26.7	D. Nowitzki makes 3-pt jump shot from 25 ft	+3	93-90
Game 2 vs Heat,0:03.6,95.0,93.0,Dirk Nowitzki,Make,2PT,0:03.6	D. Nowitzki makes 2-pt layup from 1 ft	+2	95-93
Game 2 vs Heat,0:01.0,93.0,95.0,Dwyane Wade,Miss,,misses 3-pt jump shot from 28 ft
Game 3 vs Heat,5:12.0,81.0,76.0,LeBron James,Turnover,,Turnover by L. James (dbl dribble)
Game 3 vs Heat,4:56.0,81.0,77.0,Dirk Nowitzki,Make,FT,4:56.0	 	 	81-77	+1	D. Nowitzki makes free throw 1 of 2
Game 3 vs Heat,4:56.0,81.0,78.0,Dirk Nowitzki,Make,FT,4:56.0	 	 	81-78	+1	D. Nowitzki makes free throw 2 of 2
Game 3 vs Heat,4:32.0,84.0,78.0,Dwyane Wade,Make,,makes 3-pt jump shot from 25 ft
Game 3 vs Heat,4:14.0,84.0,78.0,Jason Terry,Miss,3PT,4:14.0	 	 	84-78	 	J. Terry misses 3-pt jump shot from 23 ft
Game 3 vs Heat,3:55.0,84.0,78.0,Jason Terry,Miss,2PT,3:55.0	 	 	84-78	 	J. Terry misses 2-pt layup from 2 ft
Game 3 vs Heat,3:33.0,84.0,78.0,Tyson Chandler,Foul,,3:33.0	 	 	84-78	 	Loose ball foul by T. Chandler (drawn by J. Anthony)
Game 3 vs Heat,3:33.0,84.0,78.0,Dwyane Wade,Miss,,misses 3-pt jump shot from 25 ft
Game 3 vs Heat,3:22.0,84.0,79.0,Dirk Nowitzki,Make,FT,3:22.0	 	 	84-79	+1	D. Nowitzki makes free throw 1 of 2
Game 3 vs Heat,3:22.0,84.0,80.0,Dirk Nowitzki,Make,FT,3:22.0	 	 	84-80	+1	D. Nowitzki makes free throw 2 of 2
Game 3 vs Heat,3:04.0,84.0,81.0,Dirk Nowitzki,Make,FT,3:04.0	 	 	84-81	+1	D. Nowitzki makes free throw 1 of 2
Game 3 vs Heat,3:04.0,84.0,82.0,Dirk Nowitzki,Make,FT,3:04.0	 	 	84-82	+1	D. Nowitzki makes free throw 2 of 2
Game 3 vs Heat,3:04.0,84.0,80.0,Chris Bosh,Miss,,misses 2-pt jump shot from 19 ft
Game 3 vs Heat,2:40.0,84.0,82.0,Chris Bosh,Miss,,misses 2-pt jump shot from 22 ft
Game 3 vs Heat,2:27.0,84.0,84.0,Dirk Nowitzki,Make,2PT,2:27.0	 	 	84-84	+2	D. Nowitzki makes 2-pt dunk at rim (assist by J. Kidd)
Game 3 vs Heat,2:06.0,86.0,84.0,Dwyane Wade,Make,,makes 2-pt jump shot from 20 ft
Game 3 vs Heat,1:40.0,86.0,86.0,Dirk Nowitzki,Make,2PT,1:40.0	 	 	86-86	+2	D. Nowitzki makes 2-pt jump shot from 13 ft
Game 3 vs Heat,1:16.0,86.0,86.0,LeBron James,Miss,,misses 3-pt jump shot from 24 ft (block by S. Marion)
Game 3 vs Heat,0:58.9,86.0,86.0,Jason Terry,Miss,2PT,0:58.9	 	 	86-86	 	J. Terry misses 2-pt jump shot from 21 ft
Game 3 vs Heat,0:39.6,88.0,86.0,Chris Bosh,Make,,makes 2-pt jump shot from 16 ft (assist by L. James)
Game 3 vs Heat,0:30.2,88.0,86.0,Dirk Nowitzki,Turnover,,0:30.2	 	 	88-86	 	Turnover by D. Nowitzki (bad pass)
Game 3 vs Heat,0:00.3,88.0,86.0,Dirk Nowitzki,Miss,2PT,0:00.3	 	 	88-86	 	D. Nowitzki misses 2-pt jump shot from 16 ft
Game 4 vs Heat,4:36.0,78.0,79.0,Tyson Chandler,Miss,FT,4:36.0	 	 	78-79	 	T. Chandler misses free throw 1 of 2
Game 4 vs Heat,4:36.0,78.0,80.0,Tyson Chandler,Make,FT,4:36.0	 	 	78-80	+1	T. Chandler makes free throw 2 of 2
Game 4 vs Heat,4:32.0,74.0,72.0,LeBron James,Miss,,misses 2-pt jump shot from 15 ft
Game 4 vs Heat,4:01.0,78.0,80.0,Dirk Nowitzki,Miss,2PT,4:01.0	 	 	78-80	 	D. Nowitzki misses 2-pt jump shot from 3 ft (block by U. Haslem)
Game 4 vs Heat,3:55.0,78.0,80.0,Dirk Nowitzki,Turnover,,3:55.0	 	 	78-80	 	Turnover by D. Nowitzki (lost ball; steal by M. Miller)
Game 4 vs Heat,3:40.0,76.0,74.0,Dwyane Wade,Make,,makes 2-pt jump shot from 15 ft
Game 4 vs Heat,3:18.0,78.0,80.0,Jason Terry,Miss,3PT,3:18.0	 	 	78-80	 	J. Terry misses 3-pt jump shot from 25 ft
Game 4 vs Heat,3:13.0,78.0,80.0,Dirk Nowitzki,Miss,3PT,3:13.0	 	 	78-80	 	D. Nowitzki misses 3-pt jump shot from 25 ft
Game 4 vs Heat,2:45.0,78.0,77.0,Chris Bosh,Make,,makes free throw 1 of 2
Game 4 vs Heat,2:45.0,79.0,77.0,Chris Bosh,Make,,makes free throw 2 of 2
Game 4 vs Heat,2:43.0,78.0,80.0,Jason Terry,Miss,2PT,2:43.0	 	 	78-80	 	J. Terry misses 2-pt jump shot from 22 ft
Game 4 vs Heat,2:16.0,78.0,81.0,Dirk Nowitzki,Make,FT,2:16.0	 	 	78-81	+1	D. Nowitzki makes free throw 1 of 2
Game 4 vs Heat,2:16.0,78.0,82.0,Dirk Nowitzki,Make,FT,2:16.0	 	 	78-82	+1	D. Nowitzki makes free throw 2 of 2
Game 4 vs Heat,1:53.0,78.0,82.0,DeShawn Stevenson,Foul,,1:53.0	Shooting foul by D. Stevenson (drawn by C. Bosh)	 	78-82
Game 4 vs Heat,1:28.0,80.0,82.0,DeShawn Stevenson,Miss,3PT,1:28.0	 	 	80-82	 	D. Stevenson misses 3-pt jump shot from 26 ft
Game 4 vs Heat,1:24.0,80.0,82.0,Tyson Chandler,Miss,2PT,1:24.0	 	 	80-82	 	T. Chandler misses 2-pt jump shot from 4 ft
Game 4 vs Heat,0:57.9,80.0,82.0,Jason Terry,Miss,3PT,0:57.9	 	 	80-82	 	J. Terry misses 3-pt jump shot from 25 ft
Game 4 vs Heat,0:35.9,80.0,82.0,DeShawn Stevenson,Miss,3PT,0:35.9	 	 	80-82	 	D. Stevenson misses 3-pt jump shot from 23 ft
Game 4 vs Heat,0:30.1,80.0,82.0,Jason Kidd,Foul,,0:30.1	Shooting foul by J. Kidd (drawn by D. Wade)	 	80-82
Game 4 vs Heat,0:14.9,81.0,84.0,Dirk Nowitzki,Make,2PT,0:14.9	 	 	81-84	+2	D. Nowitzki makes 2-pt layup from 1 ft
Game 4 vs Heat,0:09.0,81.0,84.0,LeBron James,Turnover,,Turnover by L. James (out of bounds lost ball)
Game 4 vs Heat,0:06.7,83.0,85.0,Jason Terry,Make,FT,0:06.7	 	 	83-85	+1	J. Terry makes free throw 1 of 2
Game 4 vs Heat,0:06.7,83.0,86.0,Jason Terry,Make,FT,0:06.7	 	 	83-86	+1	J. Terry makes free throw 2 of 2
Game 4 vs Heat,0:06.0,83.0,86.0,Dwyane Wade,Turnover,,Turnover by D. Wade (fumble; lost ball)
Game 5 vs Heat,4:56.0,96.0,95.0,Dirk Nowitzki,Miss,2PT,4:56.0	 	 	96-95	 	D. Nowitzki misses 2-pt jump shot from 13 ft
Game 5 vs Heat,4:23.0,99.0,96.0,Dirk Nowitzki,Make,FT,4:23.0	 	 	99-96	+1	D. Nowitzki makes free throw 1 of 2
Game 5 vs Heat,4:23.0,99.0,97.0,Dirk Nowitzki,Make,FT,4:23.0	 	 	99-97	+1	D. Nowitzki makes free throw 2 of 2
Game 5 vs Heat,4:20.0,92.0,90.0,Dwyane Wade,Make,,makes 2-pt jump shot from 11 ft
Game 5 vs Heat,3:52.0,99.0,97.0,Dirk Nowitzki,Turnover,,3:52.0	 	 	99-97	 	Turnover by D. Nowitzki (bad pass)
Game 5 vs Heat,3:38.0,99.0,97.0,Tyson Chandler,Foul,,3:38.0	Shooting foul by T. Chandler (drawn by C. Bosh)	 	99-97
Game 5 vs Heat,3:23.0,100.0,100.0,Jason Terry,Make,3PT,3:23.0	 	 	100-100	+3	J. Terry makes 3-pt jump shot from 24 ft (assist by D. Nowitzki)
Game 5 vs Heat,3:10.0,94.0,95.0,LeBron James,Miss,,misses 3-pt jump shot from 25 ft
Game 5 vs Heat,2:45.0,100.0,102.0,Dirk Nowitzki,Make,2PT,2:45.0	 	 	100-102	+2	D. Nowitzki makes 2-pt dunk from 1 ft (assist by J. Terry)
Game 5 vs Heat,2:07.0,100.0,102.0,Shawn Marion,Miss,2PT,2:07.0	 	 	100-102	 	S. Marion misses 2-pt jump shot from 8 ft
Game 5 vs Heat,1:26.0,100.0,105.0,Jason Kidd,Make,3PT,1:26.0	 	 	100-105	+3	J. Kidd makes 3-pt jump shot from 24 ft (assist by J. Terry)
Game 5 vs Heat,1:20.0,99.0,102.0,Chris Bosh,Make,,makes 2-pt jump shot from 17 ft
Game 5 vs Heat,1:12.0,100.0,105.0,Shawn Marion,Miss,2PT,1:12.0	 	 	100-105	 	S. Marion misses 2-pt layup from 2 ft
Game 5 vs Heat,0:56.0,100.0,105.0,Tyson Chandler,Foul,,0:56.0	Shooting foul by T. Chandler (drawn by C. Bosh)	 	100-105
Game 5 vs Heat,0:33.8,101.0,108.0,Jason Terry,Make,3PT,0:33.8	 	 	101-108	+3	J. Terry makes 3-pt jump shot from 26 ft
Game 5 vs Heat,0:30.0,100.0,105.0,LeBron James,Make,,makes 3-pt jump shot from 27 ft
Game 5 vs Heat,0:25.3,103.0,109.0,Jason Kidd,Make,FT,0:25.3	 	 	103-109	+1	J. Kidd makes free throw 1 of 2
Game 5 vs Heat,0:25.3,103.0,110.0,Jason Kidd,Make,FT,0:25.3	 	 	103-110	+1	J. Kidd makes free throw 2 of 2
Game 5 vs Heat,0:20.9,103.0,111.0,Jason Terry,Make,FT,0:20.9	 	 	103-111	+1	J. Terry makes free throw 1 of 2
Game 5 vs Heat,0:20.9,103.0,112.0,Jason Terry,Make,FT,0:20.9	 	 	103-112	+1	J. Terry makes free throw 2 of 2
Game 5 vs Heat,0:01.0,103.0,112.0,Dwyane Wade,Miss,,misses 3-pt jump shot from 30 ft
Game 6 vs Heat,4:40.0,87.0,92.0,Chris Bosh,Make,,makes 2-pt jump shot from 18 ft
Game 6 vs Heat,4:34.0,95.0,87.0,Jason Kidd,Miss,2PT,4:34.0	J. Kidd misses 2-pt jump shot from 22 ft	 	95-87
Game 6 vs Heat,4:19.0,95.0,87.0,Jason Terry,Miss,2PT,4:19.0	J. Terry misses 2-pt jump shot from 13 ft	 	95-87
Game 6 vs Heat,3:50.0,87.0,94.0,LeBron James,Miss,,misses 2-pt jump shot from 17 ft
Game 6 vs Heat,3:39.0,97.0,87.0,Dirk Nowitzki,Make,2PT,3:39.0	D. Nowitzki makes 2-pt jump shot from 16 ft (assist by T. Chandler)	+2	97-87
Game 6 vs Heat,3:10.0,97.0,89.0,Dirk Nowitzki,Miss,2PT,3:10.0	D. Nowitzki misses 2-pt jump shot from 11 ft	 	97-89
Game 6 vs Heat,2:50.0,97.0,89.0,Jason Terry,Miss,3PT,2:50.0	J. Terry misses 3-pt jump shot from 26 ft	 	97-89
Game 6 vs Heat,2:27.0,99.0,89.0,Dirk Nowitzki,Make,2PT,2:27.0	D. Nowitzki makes 2-pt jump shot from 16 ft	+2	99-89
Game 6 vs Heat,2:10.0,89.0,99.0,Dwyane Wade,Miss,,misses 3-pt jump shot from 25 ft
Game 6 vs Heat,1:55.0,101.0,89.0,Jason Terry,Make,2PT,1:55.0	J. Terry makes 2-pt jump shot from 19 ft	+2	101-89
Game 6 vs Heat,1:28.0,101.0,92.0,Dirk Nowitzki,Turnover,,1:28.0	Turnover by D. Nowitzki (lost ball; steal by M. Chalmers)	 	101-92
Game 6 vs Heat,0:58.9,101.0,92.0,Jason Kidd,Turnover,,0:58.9	Turnover by J. Kidd (out of bounds lost ball)	 	101-92
Game 6 vs Heat,0:29.5,103.0,92.0,Dirk Nowitzki,Make,2PT,0:29.5	D. Nowitzki makes 2-pt layup from 2 ft (assist by J. Kidd)	+2	103-92
Game 6 vs Heat,0:25.0,92.0,103.0,LeBron James,Make,,makes 2-pt layup from 2 ft
Game 6 vs Heat,0:18.8,104.0,92.0,Jason Kidd,Make,FT,0:18.8	J. Kidd makes free throw 1 of 2	+1	104-92
Game 6 vs Heat,0:18.8,105.0,92.0,Jason Kidd,Make,FT,0:18.8	J. Kidd makes free throw 2 of 2	+1	105-92
Game 2 vs Portland,4:50.0,82.0,88.0,Tyson Chandler,Miss,2PT,4:50.0	 	 	82-88	 	T. Chandler misses 2-pt layup from 1 ft (block by L. Aldridge)
Game 2 vs Portland,4:48.0,82.0,90.0,Tyson Chandler,Make,2PT,4:48.0	 	 	82-90	+2	T. Chandler makes 2-pt dunk at rim
Game 4 vs Portland,4:46.0,77.0,66.0,Tyson Chandler,Miss,2PT,4:46.0	T. Chandler misses 2-pt jump shot from 7 ft	 	77-66
Game 4 vs Portland,4:15.0,77.0,68.0,Jason Terry,Miss,2PT,4:15.0	J. Terry misses 2-pt jump shot from 18 ft	 	77-68
Game 2 vs Portland,4:06.0,82.0,90.0,Jason Terry,Miss,2PT,4:06.0	 	 	82-90	 	J. Terry misses 2-pt jump shot from 19 ft
Game 6 vs Portland,4:04.0,91.0,85.0,Jason Terry,Make,2PT,4:04.0	J. Terry makes 2-pt jump shot from 22 ft	+2	91-85
Game 2 vs Portland,3:37.0,84.0,92.0,Dirk Nowitzki,Make,2PT,3:37.0	 	 	84-92	+2	D. Nowitzki makes 2-pt jump shot from 10 ft
Game 4 vs Portland,3:33.0,80.0,70.0,Jason Terry,Make,3PT,3:33.0	J. Terry makes 3-pt jump shot from 24 ft (assist by D. Nowitzki)	+3	80-70
Game 6 vs Portland,3:25.0,91.0,85.0,Dirk Nowitzki,Foul,,3:25.0	Offensive foul by D. Nowitzki (drawn by M. Camby)	 	91-85
Game 6 vs Portland,3:25.0,91.0,85.0,Dirk Nowitzki,Turnover,,3:25.0	Turnover by D. Nowitzki (offensive foul)	 	91-85
Game 6 vs Portland,3:07.0,91.0,85.0,Shawn Marion,Foul,,3:07.0	 	 	91-85	 	Shooting foul by S. Marion (drawn by G. Wallace)
Game 6 vs Portland,2:55.0,91.0,87.0,Jason Terry,Turnover,,2:55.0	Turnover by J. Terry (back court)	 	91-87
Game 2 vs Portland,2:52.0,84.0,94.0,Dirk Nowitzki,Make,2PT,2:52.0	 	 	84-94	+2	D. Nowitzki makes 2-pt jump shot from 2 ft
Game 4 vs Portland,2:47.0,80.0,72.0,Jason Terry,Miss,2PT,2:47.0	J. Terry misses 2-pt jump shot from 17 ft	 	80-72
Game 6 vs Portland,2:34.0,91.0,87.0,Dirk Nowitzki,Foul,,2:34.0	 	 	91-87	 	Personal foul by D. Nowitzki (drawn by L. Aldridge)
Game 2 vs Portland,2:32.0,84.0,94.0,Tyson Chandler,Foul,,2:32.0	Shooting foul by T. Chandler (drawn by A. Miller)	 	84-94
Game 2 vs Portland,2:16.0,86.0,95.0,Dirk Nowitzki,Make,FT,2:16.0	 	 	86-95	+1	D. Nowitzki makes free throw 1 of 2
Game 2 vs Portland,2:16.0,86.0,96.0,Dirk Nowitzki,Make,FT,2:16.0	 	 	86-96	+1	D. Nowitzki makes free throw 2 of 2
